Kód lokace;Èíslo zboí;Èíslo zboí dodavatele;Kód varianty;Popis zboí;Popis varianty;Zásoba;Prodejní jednotka;Jednotková cena;DPH %;Cena vè. DPH;Èárové kódy
01;76130;76130;;Pouštní písek pro terária èernı 5 kg;;25;KS;145,04;21;175,5;4011905761305
01;76131;76131;;Základní písek pro terária lutı 5 kg;;20;KS;93,39;21;113;4011905761312
01;76132;76132;;Pouštní písek pro terária èervenı 5 kg;;35;KS;145,04;21;175,5;4011905761329
01;76134;76134;;Základní písek pro terária bílı 5 kg;;20;KS;100;21;121;4011905761343
01;76135;76135;;Korkovı granulát, subtropickı terarijní substrát 10 l;;14;KS;145,04;21;175,5;4011905761350
01;76137;76137;;Humus, pøírodní terarijní substrát (zemina) 10 l;;12;KS;120,91;21;146,3;4011905761374, 8591682761379
01;76138;76138;;Humus, pøírodní terarijní substrát (zemina) 20 l;;18;KS;229,17;21;277,3;4011905761381
01;76139;76139;;Humus, pøírodní terarijní substrát (zemina) 5 l;;8;KS;74,21;21;89,8;4011905761398
01;76141;76141;;Kùra borovice, pøírodní terarijní substrát 10l;;12;KS;120,91;21;146,3;4011905761411
01;76142;76142;;Kùra borovice, pøírodní terarijní substrát 20l;;9;KS;230;21;278,3;4011905761428
01;76144;76144;;Bukové štìpky, pøírodní substrát, extra jemnı 10 l;;9;KS;93,39;21;113;4011905761442
01;76145;76145;;Bukové štìpky, pøírodní substrát, extra jemnı 20 l;;7;KS;157,52;21;190,6;4011905761459
01;76147;76147;;Bukové štìpky, pøírodní terarijní substrát 10 l;;17;KS;93,39;21;113;4011905761473
01;76148;76148;;Bukové štìpky, pøírodní terarijní substrát 20 l;;9;KS;157,52;21;190,6;4011905761480
01;76150;76150;;Kokosová kùra, tropickı terarijní substrát 4,5 l;;20;KS;38,35;21;46,4;4011905761503
01;76152;76152;;Kokosovı humus 6 ks, tropickı substrát 2 l/160 g;;12;BAL;62,56;21;75,7;4011905761527
01;76153;76153;;Kokosovı humus, tropickı substrát 9 l;;12;KS;30,91;21;37,4;4011905761534
01;76155;76155;;Terarijní mech, substrát pro vlhkost terária 200 g;;8;KS;93,39;21;113;4011905761558
01;76156;76156;;Vermikulit, inkubaèní substrát 5 l/4 mm;;24;KS;65,87;21;79,7;4011905761565
01;76158;76158;;Rašelinovníkovı mech, tropickı terarijní substrát 100 g;;31;KS;82,56;21;99,9;4011905761589
01;76160;76160;;Set domeèkù z kokosovıch oøechù 3ks  8/10/12cm;;49;BAL;34,71;21;42;4011905761602
01;76164;76164;;Deska z kokosovıch vláken 4ks 50x50cm;;-1;BAL;268,6;21;325;4011905761640
01;76169;76169;;"Pøírodní dekorace do terária, vìtev z vinné révy ""M"" 35-45cm";;15;KS;115,04;21;139,2;4011905761695
01;76170;76170;;"Pøírodní dekorace do terária, vìtev z vinné révy ""L"" 45-70cm";;5;KS;175,04;21;211,8;4011905761701
01;76180;76180;;Terarijní miska na vodu nebo vodní gel 6x1,5x4,5 cm;;18;KS;35,04;21;42,4;4011905761800
01;76181;76181;;Terarijní miska na vodu nebo krmivo 11x2,5x7 cm;;11;KS;64,21;21;77,7;4011905761817
01;76182;76182;;Terarijní miska na vodu nebo krmivo 12x3x11 cm;;13;KS;95,87;21;116;4011905761824
01;76183;76183;;Terarijní miska na vodu nebo krmivo 15x3,5x12 cm;;12;KS;107,52;21;130,1;4011905761831
01;76184;76184;;Terarijní miska na vodu nebo krmivo 19x5x16 cm;;12;KS;155,87;21;188,6;4011905761848
01;76210;76210;;Jeskyò pro plazy 16 x 7 x 11 cm;;10;KS;95,87;21;116;4011905762104
01;76211;76211;;Jeskyò pro plazy 28 x 8 x 17 cm;;13;KS;144,21;21;174,5;4011905762111
01;76212;76212;;Jeskyò pro plazy 30 x 10 x 25 cm;;10;KS;245,87;21;297,5;4011905762128
01;76220;76220;;Pinzeta na krmení terarijních zvíøat, zahnutá 20 cm;;16;KS;77,52;21;93,8;4011905762203
01;76221;76221;;Pinzeta na krmení terarijních zvíøat, rovná 20 cm;;11;KS;77,52;21;93,8;4011905762210
01;76222;76222;;Pinzeta na krmení terarijních zvíøat, rovná 30 cm;;11;KS;111,74;21;135,2;4011905762227
01;76223;76223;;Pinzeta na krmení terarijních zvíøat, zahnutá 30 cm;;24;KS;111,74;21;135,2;4011905762234
01;76224;76224;;Terarijní zámek k posuvnım dveøím s klíèem;;41;KS;59,17;21;71,6;4011905762241
01;76226;76226;;Pinzeta na krmení terarijních zvíøat, zahnutá 40 cm;;12;KS;190;21;229,9;4011905762265
01;76227;76227;;Hák na bezpeènou manipulaci s hady 60 cm;;9;KS;82,56;21;99,9;4011905762272
01;76260;76260;;Granulované krmivo pro dospìlé leguány 160 g/250 ml;;24;KS;43,65;15;50,2;4011905762609
01;76262;76262;;Granulované krmivo pro dospìlé agamy 160 g/250 ml;;14;KS;43,65;15;50,2;4011905762623
01;76264;76264;;Granulované krmivo pro mladé agamy 160 g/250 ml;;17;KS;43,65;15;50,2;4011905762647
01;76266;76266;;Pøírodní mix krmiva pro suchozemské elvy 100 g/250 ml;;16;KS;57,3;15;65,9;4011905762661
01;76267;76267;;Pøírodní mix krmiva pro suchozemské elvy 350 g/1000 ml;;21;KS;144,61;15;166,3;4011905762678
01;76268;76268;;Granulované krmivo pelety pro suchozemské elvy 150 g/250 ml;;18;KS;42,78;15;49,2;4011905762685
01;76269;76269;;Granulované krmivo pelety pro suchozemské elvy 525 g/1000ml;;8;KS;100;15;115;4011905762692
01;76270;76270;;Granulované plovoucí krmivo pro vodní elvy 75 g/250 ml;;66;KS;42,78;15;49,2;4011905762708
01;76271;76271;;Granulované plovoucí krmivo pro vodní elvy 270 g/1000 ml;;26;KS;100;15;115;4011905762715
01;76273;76273;;Pøírodní mix krmiva pro vodní elvy 45 g/250 ml (ryby,ráèci);;24;KS;57,3;15;65,9;4011905762739
01;76274;76274;;Pøírodní mix krmiva pro vodní elvy 160g/1000ml (ryby,ráèci);;28;KS;159,13;15;183;4011905762746
01;76275;76275;;Gammarus pøírodní krmivo pro vodní elvy 30 g/250 ml;;22;KS;49,17;21;59,5;4011905762753
01;76276;76276;;Gammarus pøírodní krmivo pro vodní elvy 120 g/1000 ml;;34;KS;130;21;157,3;4011905762760
01;76280;76280;;Vitamín/minerál komplex s kalciem 50 g;;14;KS;71,91;15;82,7;4011905762807
01;76282;76282;;Kalcium - pro bıloravé a masoravé plazy 50g;;-2;KS;38,61;15;44,4;4011905762821
01;76284;76284;;Vitamín/minerál komplex s vitamínem D3 50 g;;16;KS;80,96;15;93,1;4011905762845
01;76286;76286;;Vodní gel pro bezobratlé 250ml TRIXIE;;8;KS;57,3;15;65,9;4011905762869
01;76287;76287;;Vodní gel pro bezobratlé 100ml;;23;KS;42,78;15;49,2;4011905762876
01;76288;76288;;Multivitamínové tonikum pro plazy 50 ml;;7;KS;86,35;15;99,3;4011905762883
01;76320;76320;;Pozadí do terária, oboustranné POUŠ/STEP 60 x 150 cm;;0;KS;80;21;96,8;4011905763200
01;76321;76321;;Pozadí do terária, oboustranné KÙRA/DEŠTNİ PRALES 60x150 cm;;0;KS;80;21;96,8;4011905763217
01;76330;76330;;Zkoušeèka na árovky TRIXIE;;2;KS;124,21;21;150,3;4011905763309
01;76380;76380;;Vitamínovo-minerální krmivo pro krmnı hmyz 40 g;;8;KS;44,61;15;51,3;4011905763804
01;76385;76385;;Sepiová kost pro plazy 12 cm;;16;KS;19,17;21;23,2;4011905763859
01;76386;76386;;Drcená sepiová kost pro plazy 250 ml/70 g;;14;KS;45,87;21;55,5;4011905763866
01;76387;76387;;Mouèka ze sepiové kosti pro plazy 50 g;;1;KS;32,56;21;39,4;4011905763873
01;76390;76390;;Sušenı mouènı èerv 250 ml/35 g;;23;KS;49,17;21;59,5;4011905763903
01;76392;76392;;Sušenı cvrèek 250 ml/25 g;;15;KS;49,17;21;59,5;4011905763927
01;76420;76420;;Terárium 25 L 30 x 28 x 30 cm TRIXIE;;2;KS;741,74;21;897,5;4011905764207
01;76421;76421;;Terárium 38 L 30 x 43 x 30 cm TRIXIE;;3;KS;801,74;21;970,1;4011905764214
01;76423;76423;;Terárium 156 L 60 x 58 x 45 cm TRIXIE;;2;KS;1 745,87;21;2 112,5;4011905764238
01;76424;76424;;Terárium 261 L 100 x 58 x 45 cm TRIXIE;;2;KS;2 483,39;21;3 004,9;4011905764245
01;76426;76426;;Terárium 234 L 58 x 90 x 45 cm TRIXIE;;0;KS;2 729,17;21;3 302,3;4011905764269
01;82501;82501;;Vom Feinsten paštiky pro psy  MIX  3+1 ZDARMA;;416;KS;52,7;15;60,6;8591682825019
01;82502;82502;;VF kapsièka KLEINER RACKER pro psy MIX 3+1 ZDARMA;;171;KS;45,04;15;51,8;8591682825026
01;82503;82503;;GRAN CARNO 800 g pro psy MIX 4+2 ZDARMA;;0;KS;170,26;15;195,8;8591682825033
01;82610;82964;;ANIMONDA paštika CLASSIC - drùbe, telecí pro psy 150g;;1 406;KS;17,57;15;20,2;4017721826105, 4017721829649
01;82611;82965;;ANIMONDA paštika CLASSIC - krùta, jehnìèí pro psy 150g;;1 892;KS;17,57;15;20,2;4017721826112, 4017721829656
01;82612;82966;;ANIMONDA paštika CLASSIC - hovìzí, krùtí srdce pro psy150g;;1 987;KS;17,57;15;20,2;4017721826129, 4017721829663
01;82614;82967;;ANIMONDA paštika MENUE - drùbe, tìstoviny pro psy 150g;;897;KS;17,57;15;20,2;4017721826143, 4017721829670
01;82615;82968;;ANIMONDA paštika MENUE - hovìzí, brambory pro psy 150g;;1 170;KS;17,57;15;20,2;4017721826150, 4017721829687
01;82616;82969;;ANIMONDA paštika MENUE - jehnìèí, obiloviny pro psy150g;;510;KS;17,57;15;20,2;4017721826167, 4017721829694
01;82618;82970;;ANIMONDA paštika LIGHT LUNCH - krùta+sır pro psy 150g;;542;KS;17,57;15;20,2;4017721826181, 4017721829700
01;82619;82971;;ANIMONDA paštika LIGHT LUNCH - krùta+šunka pro psy 150g;;480;KS;17,57;15;20,2;4017721826198, 4017721829717
01;82620;82972;;ANIMONDA paštika JUNIOR - hovìzí, drùbeí 150g;;2 903;KS;17,57;15;20,2;4017721826204, 4017721829724
01;82621;82973;;ANIMONDA paštika JUNIOR - drùbeí, krùtí srdce 150g;;3 085;KS;17,57;15;20,2;4017721826211, 4017721829731
01;82622;82974;;ANIMONDA paštika SENIOR - hovìzí, kuøe pro psy 150g;;509;KS;17,57;15;20,2;4017721826228, 4017721829748
01;82623;82975;;ANIMONDA paštika SENIOR - drùbeí, jehnìèí pro psy 150g;;452;KS;17,57;15;20,2;4017721826235, 4017721829755
01;82640;8009470041478;;GRAN BONTA paštika s hovìzím masem pro psy 150g;;395;KS;13,22;15;15,2;8009470041478, 8009470300070
01;82641;8009470041485;;GRAN BONTA paštika s kuøecím masem pro psy 150g;;389;KS;13,22;15;15,2;8009470041485
